relation,a,b,c,d
ajanta_ekaranta_fem,prIti,prItiByaH,mati,matiByaH
ajantra_Rukaranta_masc,BrAtf,BrAtaram,kartf,kartAram
ajantra_Rukaranta_masc,dAtf,dAtfzu,niyantf,niyantfzu
ajanta_ekaranta_fem,yuvati,yuvatiByAm,budDi,budDiByAm
ajanta_ekaranta_masc,fzi,fziByaH,yati,yatiByaH
ajanta_ekaranta_masc,atiTi,atiTInAm,aYjali,aYjalInAm
ajanta_ukaranta_fem,veRu,veRum,reRu,reRum
ajanta_ekaranta_masc,vanaspati,vanaspatI,jalaDi,jalaDI
ajanta_ekaranta_masc,ari,arO,ravi,ravO
ajanta_ekaranta_masc,rASi,rASIn,niDi,niDIn
ajanta_ukaranta_masc,jagadguru,jagadgurU,hindu,hindU
ajantra_Rukaranta_masc,kartf,kartfByAm,vetf,vetfByAm
ajantra_Rukaranta_masc,pitf,pitrA,smartf,smartrA
ajanta_ukaranta_masc,hanu,hanuzu,BIru,BIruzu
ajanta_ekaranta_fem,prIti,prItiBiH,rAtri,rAtriBiH
halanta_nakaranta_masc_1,Danin,Danin,guRin,guRin
halanta_nakaranta_masc_1,hastin,hastizu,guRin,guRizu
ajanta_ekaranta_masc,nfpati,nfpatO,vanaspati,vanaspatO
ajanta_ekaranta_masc,alI,alyA,niDi,niDinA
halanta_nakaranta_masc_1,premin,premiRaH,aDikArin,aDikAriRaH
ajanta_ekaranta_neu,daDi,daDinA,vAri,vAriRA
ajanta_ukaranta_masc,viDu,viDum,vawu,vawum
ajanta_ukaranta_masc,taru,taro,SiSu,SiSo
ajanta_ukaranta_fem,karu,karvoH,rajju,rajjvoH
ajanta_ekaranta_fem,aNguli,aNguliBiH,saMskfti,saMskftiBiH
halanta_nakaranta_masc,yuvan,yUnAm,sudAman,sudAmnAm
ajanta_ekaranta_masc,BUpati,BUpatayaH,yati,yatayaH
ajanta_ekaranta_masc,kavi,kavO,niDi,niDO
halanta_sakaranta_neu,manas,manoByAm,payas,payoByAm
ajanta_ekaranta_masc,ari,arIn,yati,yatIn
ajanta_ukaranta_fem,reRu,reRuByAm,hanu,hanuByAm
ajanta_ekaranta_masc,BUpati,BUpatO,narapati,narapatO
ajanta_ekaranta_fem,Cadi,CadayaH,Bakti,BaktayaH
ajanta_ekaranta_masc,giri,girI,sAraTi,sAraTI
ajanta_ekaranta_masc,brahmarzi,brahmarziBiH,atiTi,atiTiBiH
ajanta_ukaranta_masc,taru,taruH,vizRu,vizRuH
ajantra_Rukaranta_masc,aBiyantf,aBiyantroH,smartf,smartroH
ajanta_ukaranta_masc,izu,izUn,kfpAlu,kfpAlUn
ajanta_ekaranta_fem,nABi,nAByA,Akfti,AkftyA
ajanta_ekaranta_masc,niDi,niDInAm,alI,alInAm
ajanta_ekaranta_masc,brahmarzi,brahmarzIn,fzi,fzIn
ajanta_ukaranta_masc,ripu,ripavaH,hanu,hanavaH
ajantra_Rukaranta_masc,vetf,vetari,vaktf,vaktari
ajanta_ekaranta_fem,nABi,nABInAm,budDi,budDInAm
ajanta_ekaranta_masc,aYjali,aYjalyoH,kapi,kapyoH
ajanta_ukaranta_fem,hanu,hanum,Denu,Denum
ajanta_ekaranta_masc,rASi,rASO,yati,yatO
ajanta_ukaranta_masc,paNgu,paNgave,krIqApawu,krIqApawave
ajanta_ekaranta_fem,saMskfti,saMskftim,Bakti,Baktim
halanta_nakaranta_neu,janman,janma,sAman,sAma
ajantra_Rukaranta_masc,Srotf,Srotfzu,vaktf,vaktfzu
ajanta_ekaranta_masc,kapi,kapO,nfpati,nfpatO
ajanta_ekaranta_masc,jalaDi,jalaDiH,brahmarzi,brahmarziH
ajantra_Rukaranta_masc,trAtf,trAtfBiH,Batf,BatfBiH
ajanta_ekaranta_masc,atiTi,atiTeH,asi,aseH
ajanta_ekaranta_fem,Bakti,BaktInAm,mati,matInAm
ajanta_ukaranta_masc,jantu,janto,BAnu,BAno
ajanta_ukaranta_masc,pawu,pawoH,jantu,jantoH
ajanta_ekaranta_fem,prakfti,prakfte,yuvati,yuvate
halanta_nakaranta_neu,dAman,dAmAni,karman,karmARi
ajanta_ekaranta_masc,ravi,ravIRAm,kapi,kapInAm
ajanta_ukaranta_masc,sADu,sADUnAm,viDu,viDUnAm
ajanta_ekaranta_masc,yati,yateH,brahmarzi,brahmarzeH
ajanta_ekaranta_masc,upADi,upADaye,yati,yataye
ajanta_ekaranta_fem,nABi,nABiByaH,kIrti,kIrtiByaH
ajanta_ukaranta_masc,hindu,hindum,sADu,sADum
ajanta_ekaranta_masc,ari,aryoH,nfpati,nfpatyoH
ajanta_ukaranta_masc,BIru,BIrURAm,vawu,vawUnAm
ajanta_ukaranta_masc,jagadguru,jagadguruByAm,guru,guruByAm
ajanta_ekaranta_fem,Akfti,Akftizu,BUmi,BUmizu
ajanta_ekaranta_masc,rASi,rASiBiH,pati,patiBiH
ajanta_ekaranta_fem,BUmi,BUmiByaH,prIti,prItiByaH
ajantra_Rukaranta_masc,BrAtf,BrAtaH,trAtf,trAtaH
ajantra_Rukaranta_masc,Batf,BatA,hantf,hantA
ajanta_ukaranta_fem,veRu,veRum,rajju,rajjum
halanta_saakaranta_masc,pumas,pumoByaH,BUyas,BUyoByaH
ajanta_ukaranta_masc,pawu,pawuH,praBu,praBuH
ajanta_ekaranta_masc,aYjali,aYjaleH,giri,gireH
ajanta_ukaranta_masc,krIqApawu,krIqApawuByaH,pawu,pawuByaH
ajanta_ekaranta_fem,veRi,veRayaH,kIrti,kIrtayaH
ajanta_ukaranta_masc,kfpAlu,kfpAlavaH,BIru,BIravaH
ajantra_Rukaranta_masc,netf,netaH,jAmAtf,jAmAtaH
ajanta_ekaranta_fem,Bakti,BaktIH,prIti,prItIH
ajanta_ekaranta_neu,sakTi,sakTinI,daDi,daDinI
ajanta_ukaranta_masc,pawu,pawUn,praBu,praBUn
ajanta_ukaranta_masc,kfpAlu,kfpAlave,vawu,vawave
ajanta_ukaranta_fem,tanu,tanuByAm,reRu,reRuByAm
ajanta_ekaranta_fem,Akfti,AkftiBiH,smfti,smftiBiH
ajanta_ekaranta_fem,paNkti,paNktIH,veRi,veRIH
ajanta_ekaranta_masc,fzi,fziH,upADi,upADiH
ajanta_ekaranta_fem,prakfti,prakftInAm,varti,vartInAm
ajanta_ekaranta_fem,prakfti,prakftI,nIti,nItI
ajanta_ukaranta_fem,tanu,tanvA,karu,karvA
ajanta_ekaranta_masc,agni,agneH,ravi,raveH
ajanta_ekaranta_masc,upADi,upADinA,asi,asinA
ajantra_Rukaranta_masc,vetf,vetfByAm,pitf,pitfByAm
ajanta_ukaranta_masc,BAnu,BAnvoH,paNgu,paNgvoH
halanta_nakaranta_masc_1,vivekin,vivekine,premin,premiRe
ajanta_ekaranta_fem,rAtri,rAtriByaH,kIrti,kIrtiByaH
ajanta_ekaranta_masc,agni,agne,giri,gire
halanta_chakaranta_masc,jalamuc,jalamugBiH,vArimuc,vArimugBiH
ajanta_ekaranta_fem,prakfti,prakftiBiH,prIti,prItiBiH
halanta_shakaranta_neu,Ayuz,AyuzoH,vapuz,vapuzoH
ajanta_ekaranta_masc,vanaspati,vanaspatim,aYjali,aYjalim
halanta_nakaranta_masc_1,vidyArTin,vidyArTin,premin,premin
ajantra_Rukaranta_masc,netf,netAraH,trAtf,trAtAraH
ajanta_ekaranta_masc,upADi,upADeH,vanaspati,vanaspateH
ajanta_ekaranta_masc,ravi,ravI,yati,yatI
ajanta_ukaranta_masc,pawu,pawU,vizRu,vizRU
ajanta_ekaranta_fem,paNkti,paNktiH,Akfti,AkftiH
halanta_nakaranta_masc_1,Danin,DaninaH,balin,balinaH
ajanta_ekaranta_fem,paNkti,paNktizu,kfti,kftizu
ajanta_ekaranta_masc,ravi,raviRA,nfpati,nfpatinA
ajantra_Rukaranta_masc,kartf,kartari,smartf,smartari
ajanta_ekaranta_fem,nIti,nItInAm,mUrti,mUrtInAm
ajanta_ekaranta_fem,stuti,stutIH,nABi,nABIH
ajanta_ekaranta_masc,fzi,fzim,vyADi,vyADim
halanta_takaranta_neu,jagat,jagataH,mahat,mahataH
ajantra_Rukaranta_masc,hantf,hantre,dAtf,dAtre
halanta_saakaranta_masc,pumas,pumase,BUyas,BUyase
ajanta_ekaranta_neu,atiSAyi,atiSAyiByAm,asTi,asTiByAm
ajanta_ukaranta_fem,hanu,hanuBiH,Denu,DenuBiH
ajanta_ekaranta_fem,nIti,nItIH,mandmati,mandmatIH
ajanta_ukaranta_masc,vizRu,vizRuH,BAnu,BAnuH
ajanta_ekaranta_fem,prIti,prItayaH,stuti,stutayaH
ajanta_ekaranta_masc,ravi,raviByaH,vyADi,vyADiByaH
ajanta_ekaranta_masc,agni,agniBiH,narapati,narapatiBiH
ajanta_ukaranta_masc,paNgu,paNgum,krIqApawu,krIqApawum
ajanta_ukaranta_masc,bAhu,bAhum,izu,izum
ajanta_ekaranta_masc,ari,arIRAm,aYjali,aYjalInAm
ajanta_ukaranta_masc,bindu,bindUnAm,praBu,praBURAm
ajanta_ukaranta_masc,paNgu,paNguH,BAnu,BAnuH
ajanta_ekaranta_fem,mati,matiH,mUrti,mUrtiH
ajantra_Rukaranta_masc,hantf,hantAraH,dAtf,dAtAraH
ajanta_ekaranta_fem,mati,matim,ASakti,ASaktim
ajanta_ekaranta_fem,Cadi,CadIH,mUrti,mUrtIH
ajanta_ukaranta_masc,bAhu,bAhuByAm,manu,manuByAm
ajanta_ekaranta_masc,ari,arIRAm,kavi,kavInAm
ajanta_ekaranta_masc,sAraTi,sAraTiBiH,atiTi,atiTiBiH
ajanta_ukaranta_masc,jagadguru,jagadguruByaH,jantu,jantuByaH
ajantra_Rukaranta_masc,hantf,hantfByaH,vikretf,vikretfByaH
halanta_nakaranta_masc_1,hastin,hastinO,premin,premiRO
ajanta_ukaranta_masc,sADu,sADuzu,krIqApawu,krIqApawuzu
ajanta_ukaranta_masc,SiSu,SiSuH,praBu,praBuH
ajanta_ekaranta_fem,mUrti,mUrtayaH,BUmi,BUmayaH
ajanta_ekaranta_masc,ari,ariRA,jalaDi,jalaDinA
halanta_nakaranta_neu,preman,premaByAm,sAman,sAmaByAm
ajanta_ukaranta_fem,tanu,tanavaH,hanu,hanavaH
ajanta_ukaranta_masc,praBu,praBuByaH,ripu,ripuByaH
ajanta_ukaranta_masc,Bikzu,BikzvoH,manu,manvoH
ajanta_ukaranta_masc,viDu,viDuzu,paNgu,paNguzu
halanta_nakaranta_neu,veSman,veSmaBiH,DAman,DAmaBiH
ajanta_ekaranta_masc,asi,asO,niDi,niDO
ajanta_ukaranta_masc,BAnu,BAnU,pawu,pawU
ajanta_ekaranta_masc,rASi,rASyoH,ari,aryoH
ajanta_ukaranta_masc,jantu,jantvoH,taru,tarvoH
ajanta_ekaranta_fem,Bfkuwi,BfkuwiH,ASakti,ASaktiH
ajanta_Ukaranta_fem,camU,camUH,yavAgU,yavAgUH
ajanta_ukaranta_masc,kfpAlu,kfpAlO,sADu,sADO
ajanta_ekaranta_fem,ASakti,ASaktInAm,Bfkuwi,BfkuwInAm
halanta_nakaranta_masc,Sarman,SarmaRaH,sudAman,sudAmnaH
ajanta_ekaranta_fem,stuti,stutI,nABi,nABI
ajantra_Rukaranta_masc,hantf,hantaH,pitf,pitaH
halanta_nakaranta_masc_1,vivekin,vivekizu,vidyArTin,vidyArTizu
ajanta_ekaranta_fem,truwi,truwim,budDi,budDim
ajanta_ukaranta_masc,jagadguru,jagadguroH,krIqApawu,krIqApawoH
halanta_sakaranta_neu,saras,saraHsu,yaSas,yaSaHsu
ajanta_ukaranta_masc,Bikzu,BikzO,sADu,sADO
ajanta_ekaranta_masc,upADi,upADO,nfpati,nfpatO
ajanta_ekaranta_fem,ASakti,ASakte,stuti,stute
ajantra_Rukaranta_masc,hantf,hantfBiH,jAmAtf,jAmAtfBiH
ajanta_ekaranta_fem,kIrti,kIrte,kuwi,kuwe
ajanta_ukaranta_masc,izu,izvoH,jagadguru,jagadgurvoH
ajanta_ekaranta_fem,mUrti,mUrte,aNguli,aNgule
ajanta_ukaranta_masc,ripu,ripavaH,BIru,BIravaH
ajantra_Rukaranta_masc,netf,netuH,pitf,pituH
halanta_nakaranta_neu,nAman,nAmne,karman,karmaRe
ajanta_ekaranta_masc,asi,aseH,upADi,upADeH
ajanta_ukaranta_masc,guru,guruzu,viDu,viDuzu
halanta_nakaranta_masc_1,premin,premin,balin,balin
halanta_saakaranta_masc,BUyas,BUyAn,pumas,pumAH
ajanta_ekaranta_fem,Cadi,CadayaH,paNkti,paNktayaH
ajanta_ukaranta_masc,kfpAlu,kfpAluByaH,praBu,praBuByaH
ajanta_ukaranta_masc,viDu,viDo,praBu,praBo
ajanta_ukaranta_masc,bAhu,bAhuByaH,jagadguru,jagadguruByaH
ajanta_ekaranta_neu,atiSAyi,atiSAyinA,akzi,akziRA
ajantra_Rukaranta_masc,vikretf,vikretre,netf,netre
ajanta_ekaranta_masc,pratiniDi,pratiniDinA,BUpati,BUpatinA
ajanta_ekaranta_masc,ravi,raveH,rASi,rASeH
ajanta_ekaranta_masc,kavi,kaviByAm,ravi,raviByAm
halanta_nakaranta_neu,veSman,veSmane,DAman,DAmne
halanta_nakaranta_masc_1,hastin,hastizu,premin,premizu
ajanta_ukaranta_masc,BIru,BIrO,bAhu,bAhO
ajanta_ekaranta_fem,Cadi,CadInAm,kuwi,kuwInAm
ajanta_ekaranta_masc,BUpati,BUpatiBiH,vyADi,vyADiBiH
ajantra_Rukaranta_masc,kartf,kartrA,jAmAtf,jAmAtrA
halanta_nakaranta_neu,DAman,DAmnA,vyoman,vyomnA
ajanta_ukaranta_fem,veRu,veRum,hanu,hanum
ajanta_ukaranta_masc,krIqApawu,krIqApawuBiH,BIru,BIruBiH
ajanta_ekaranta_masc,sAraTi,sAraTim,asi,asim
ajanta_ekaranta_masc,jalaDi,jalaDIn,nfpati,nfpatIn
ajanta_ukaranta_masc,BIru,BIruH,vawu,vawuH
halanta_nakaranta_masc_1,aDikArin,aDikAriRam,vivekin,vivekinam
ajanta_ukaranta_masc,praBu,praBuByAm,krIqApawu,krIqApawuByAm
ajantra_Rukaranta_masc,netf,netArO,aBiyantf,aBiyantArO
ajanta_ekaranta_masc,aYjali,aYjalyoH,sAraTi,sAraTyoH
ajanta_ukaranta_masc,BAnu,BAnuByaH,SiSu,SiSuByaH
ajanta_ekaranta_fem,yuvati,yuvatim,budDi,budDim
ajantra_Rukaranta_masc,jetf,jetA,drazwf,drazwA
ajanta_ekaranta_fem,mUrti,mUrtim,kIrti,kIrtim
ajantra_Rukaranta_masc,viDAtf,viDAtFRAm,niyantf,niyantFRAm
halanta_nakaranta_neu,sadman,sadmasu,karman,karmasu
ajanta_ekaranta_masc,atiTi,atiTiBiH,yati,yatiBiH
halanta_dakaranta_fem,vipad,vipadO,Sarad,SaradO
ajanta_ekaranta_fem,truwi,truwiH,Bakti,BaktiH
ajantra_Rukaranta_masc,jAmAtf,jAmAtfByAm,netf,netfByAm
ajantra_Rukaranta_masc,jAmAtf,jAmAtaraH,pitf,pitaraH
ajanta_ukaranta_masc,krIqApawu,krIqApawuBiH,taru,taruBiH
ajantra_Rukaranta_masc,jAmAtf,jAmAtaraH,viDAtf,viDAtAraH
ajanta_ukaranta_masc,paNgu,paNgavaH,jantu,jantavaH
ajanta_ekaranta_masc,sAraTi,sAraTiH,jalaDi,jalaDiH
halanta_nakaranta_masc_1,yogin,yoginA,hastin,hastinA
ajanta_ukaranta_fem,snAyu,snAyum,karu,karum
ajanta_ekaranta_masc,asi,asiByaH,rASi,rASiByaH
ajanta_ekaranta_masc,agni,agnO,aYjali,aYjalO
halanta_nakaranta_neu,sadman,sadmanoH,vyoman,vyomnoH
ajanta_ukaranta_masc,hanu,hanunA,viDu,viDunA
ajanta_ekaranta_masc,fzi,fziRA,upADi,upADinA
ajanta_ukaranta_masc,paNgu,paNguByaH,hanu,hanuByaH
ajanta_ukaranta_masc,bAhu,bAhuzu,hindu,hinduzu
ajanta_ukaranta_masc,vawu,vawuH,vizRu,vizRuH
ajanta_ukaranta_masc,jantu,jantUnAm,paNgu,paNgUnAm
halanta_dakaranta_fem,vipad,vipatsu,sampad,sampatsu
ajantra_Rukaranta_masc,vikretf,vikretari,hantf,hantari
ajantra_Rukaranta_masc,Batf,BatuH,smartf,smartuH
ajanta_ekaranta_masc,fzi,fzI,pratiniDi,pratiniDI
halanta_chakaranta_masc,vArimuc,vArimugByAm,payomuc,payomugByAm
ajantra_Rukaranta_masc,jAmAtf,jAmAtfBiH,Batf,BatfBiH
ajanta_ekaranta_masc,kapi,kape,agni,agne
halanta_dakaranta_fem,Apad,Apatsu,sampad,sampatsu
ajanta_ekaranta_masc,nfpati,nfpatO,pratiniDi,pratiniDO
ajanta_ukaranta_masc,jantu,jantuByaH,krIqApawu,krIqApawuByaH
ajanta_ekaranta_fem,Akfti,AkftyoH,rAtri,rAtryoH
ajanta_ekaranta_fem,Cadi,Cadizu,nIti,nItizu
halanta_nakaranta_masc_1,vAdin,vAdizu,aDikArin,aDikArizu
ajanta_ukaranta_masc,Bikzu,BikzURAm,BAnu,BAnUnAm
ajanta_ukaranta_masc,BIru,BIrum,bAhu,bAhum
ajantra_Rukaranta_masc,pitf,pitre,Batf,Batre
ajanta_ekaranta_fem,Cadi,CadiByAm,veRi,veRiByAm
ajantra_Rukaranta_masc,viDAtf,viDAtFRAm,smartf,smartFRAm
halanta_sakaranta_neu,payas,payoBiH,vacas,vacoBiH
ajanta_ekaranta_fem,nABi,nABiBiH,mati,matiBiH
ajanta_ekaranta_fem,yuvati,yuvatim,nIti,nItim
ajanta_ukaranta_masc,bAhu,bAho,vizRu,vizRo
ajanta_ekaranta_fem,budDi,budDiByaH,kfti,kftiByaH
ajanta_ukaranta_masc,vawu,vawum,hanu,hanum
ajanta_ekaranta_masc,aYjali,aYjalInAm,vyADi,vyADInAm
halanta_sakaranta_neu,saras,sarasi,vayas,vayasi
ajanta_ukaranta_fem,reRu,reRuH,Denu,DenuH
ajanta_ukaranta_masc,vizRu,vizRUn,praBu,praBUn
halanta_nakaranta_neu,sAman,sAmnA,vyoman,vyomnA
ajanta_ekaranta_masc,asi,asInAm,narapati,narapatInAm
ajanta_ukaranta_masc,bindu,bindunA,Bikzu,BikzuRA
ajanta_ukaranta_masc,jagadguru,jagadguruByaH,Bikzu,BikzuByaH
ajanta_ukaranta_neu,akzu,akzuByaH,maDu,maDuByaH
ajantra_Rukaranta_masc,Srotf,Srotfzu,aBiyantf,aBiyantfzu
ajanta_ukaranta_masc,taru,taruByAm,krIqApawu,krIqApawuByAm
ajanta_ukaranta_fem,reRu,reRum,veRu,veRum
ajanta_ekaranta_masc,agni,agnyoH,ari,aryoH
ajantra_Rukaranta_masc,aBiyantf,aBiyantrA,jAmAtf,jAmAtrA
ajanta_ekaranta_fem,mUrti,mUrtyoH,budDi,budDyoH
ajanta_ekaranta_masc,upADi,upADiByAm,jalaDi,jalaDiByAm
halanta_nakaranta_neu,karman,karmARi,vyoman,vyomAni
ajanta_Ukaranta_fem,BrU,BruvA,BU,BuvA
ajanta_ekaranta_fem,ASakti,ASaktInAm,smfti,smftInAm
ajanta_ekaranta_fem,smfti,smftiByaH,ASakti,ASaktiByaH
ajanta_ekaranta_masc,jalaDi,jalaDizu,vanaspati,vanaspatizu
ajanta_ukaranta_masc,BAnu,BAnUnAm,taru,tarURAm
ajanta_ekaranta_fem,kuwi,kuwe,stuti,stute
ajanta_ukaranta_masc,taru,tarU,krIqApawu,krIqApawU
halanta_nakaranta_masc_1,balin,balinO,tapasvin,tapasvinO
halanta_nakaranta_neu,Sarman,SarmaByaH,janman,janmaByaH
ajanta_ekaranta_fem,budDi,budDe,mati,mate
ajanta_ekaranta_masc,agni,agne,ari,are
ajantra_Rukaranta_masc,kartf,kartAram,niyantf,niyantAram
ajanta_ukaranta_masc,manu,manum,krIqApawu,krIqApawum
halanta_nakaranta_neu,sadman,sadma,DAman,DAma
ajanta_ekaranta_masc,fzi,fziByAm,ari,ariByAm
ajanta_ukaranta_fem,tanu,tanUnAm,snAyu,snAyUnAm
ajanta_ukaranta_masc,manu,manUn,krIqApawu,krIqApawUn
ajantra_Rukaranta_masc,trAtf,trAtaH,netf,netaH
ajanta_ukaranta_masc,bAhu,bAhUnAm,BAnu,BAnUnAm
ajantra_Rukaranta_masc,hantf,hantari,drazwf,drazwari
ajanta_ekaranta_fem,Bakti,BaktiBiH,rAtri,rAtriBiH
ajanta_ekaranta_fem,BUmi,BUmI,mati,matI
ajantra_Rukaranta_masc,pitf,pitfBiH,vikretf,vikretfBiH
ajanta_ekaranta_fem,truwi,truwizu,Bfkuwi,Bfkuwizu
halanta_nakaranta_masc_1,Danin,DaninAm,tejasvin,tejasvinAm
ajanta_ukaranta_masc,krIqApawu,krIqApawunA,Bikzu,BikzuRA
ajanta_ukaranta_masc,taru,tarURAm,jagadguru,jagadgurURAm
halanta_dhakaranta_fem,SuD,SuDaH,samiD,samiDaH
ajanta_ekaranta_masc,kapi,kapiH,ravi,raviH
ajanta_ukaranta_masc,guru,guruRA,vizRu,vizRunA
ajantra_Rukaranta_masc,jetf,jetAram,dAtf,dAtAram
halanta_nakaranta_masc_1,tapasvin,tapasvine,premin,premiRe
ajanta_ekaranta_masc,kavi,kaviByaH,sAraTi,sAraTiByaH
ajanta_ukaranta_masc,paNgu,paNgUnAm,viDu,viDUnAm
ajanta_ekaranta_fem,varti,varte,mUrti,mUrte
ajanta_ekaranta_fem,kfti,kftizu,varti,vartizu
ajanta_ukaranta_masc,pawu,pawUn,taru,tarUn
ajanta_ukaranta_masc,paNgu,paNgvoH,kfpAlu,kfpAlvoH
ajanta_ekaranta_fem,nIti,nItInAm,Akfti,AkftInAm
ajanta_ekaranta_fem,Cadi,Cadim,kuwi,kuwim
ajanta_ekaranta_masc,asi,asiByAm,ravi,raviByAm
ajanta_ukaranta_masc,jantu,jantO,BAnu,BAnO
ajanta_ekaranta_masc,aYjali,aYjalI,agni,agnI
ajantra_Rukaranta_masc,hantf,hantFn,dAtf,dAtFn
ajanta_ekaranta_fem,kfti,kftInAm,veRi,veRInAm
ajanta_ekaranta_fem,Bakti,BaktIH,nABi,nABIH
ajanta_ekaranta_masc,yati,yatInAm,BUpati,BUpatInAm
halanta_nakaranta_neu,Sarman,SarmARi,veSman,veSmAni
halanta_sakaranta_neu,yaSas,yaSase,vayas,vayase
ajanta_ukaranta_masc,BAnu,BAnoH,paNgu,paNgoH
halanta_nakaranta_masc_1,hastin,hastinO,mantrin,mantriRO
ajanta_ekaranta_masc,fzi,fzIn,vanaspati,vanaspatIn
ajanta_ekaranta_fem,yuvati,yuvatiBiH,smfti,smftiBiH
ajanta_ukaranta_masc,vawu,vawO,SiSu,SiSO
ajanta_ekaranta_fem,smfti,smftyA,BUmi,BUmyA
ajanta_ukaranta_masc,kfpAlu,kfpAlo,paNgu,paNgo
ajanta_ekaranta_fem,varti,varte,kfti,kfte
ajantra_Rukaranta_masc,dAtf,dAtaH,jetf,jetaH
ajanta_ukaranta_fem,reRu,reRUH,tanu,tanUH
ajanta_ukaranta_masc,paNgu,paNgvoH,hanu,hanvoH
ajanta_ukaranta_masc,bindu,bindavaH,pawu,pawavaH
ajantra_Rukaranta_masc,jetf,jetroH,smartf,smartroH
halanta_nakaranta_neu,preman,premasu,veSman,veSmasu
halanta_nakaranta_masc_1,vAdin,vAdinA,Danin,DaninA
halanta_nakaranta_masc_1,aDikArin,aDikAriByaH,Danin,DaniByaH
ajanta_ekaranta_masc,upADi,upADI,narapati,narapatI
ajantra_Rukaranta_fem,mAtf,mAtFRAm,duhitf,duhitFRAm
ajanta_ukaranta_masc,pawu,pawuByaH,sADu,sADuByaH
ajanta_ekaranta_fem,prakfti,prakftIH,nIti,nItIH
halanta_nakaranta_masc_1,tapasvin,tapasviByAm,aDikArin,aDikAriByAm
halanta_nakaranta_masc_1,Danin,DaniBiH,yogin,yogiBiH
ajanta_ekaranta_fem,varti,vartyA,yuvati,yuvatyA
ajanta_ekaranta_masc,agni,agnayaH,yati,yatayaH
ajanta_ekaranta_fem,nIti,nItInAm,kfti,kftInAm
halanta_nakaranta_neu,varman,varmaRAm,janman,janmanAm
ajanta_ukaranta_masc,izu,izum,BAnu,BAnum
ajanta_ekaranta_masc,giri,giriBiH,sAraTi,sAraTiBiH
halanta_nakaranta_neu,sadman,sadmAni,karman,karmARi
ajanta_ekaranta_masc,BUpati,BUpatInAm,aYjali,aYjalInAm
halanta_nakaranta_masc_1,mantrin,mantriRO,hastin,hastinO
ajanta_ekaranta_fem,mandmati,mandmatIH,Cadi,CadIH
ajanta_ukaranta_masc,paNgu,paNguBiH,Bikzu,BikzuBiH
ajanta_ekaranta_masc,ravi,ravaye,fzi,fzaye
halanta_nakaranta_masc_1,vivekin,vivekinO,Danin,DaninO
ajanta_ekaranta_masc,atiTi,atiTiH,narapati,narapatiH
ajantra_Rukaranta_masc,aBiyantf,aBiyantuH,trAtf,trAtuH
ajanta_ekaranta_fem,paNkti,paNktI,mandmati,mandmatI
halanta_nakaranta_neu,karman,karma,preman,prema
ajanta_ekaranta_masc,alI,alIByAm,kavi,kaviByAm
ajanta_ekaranta_masc,vanaspati,vanaspatIn,brahmarzi,brahmarzIn
ajanta_ekaranta_fem,paNkti,paNktiByAm,BUmi,BUmiByAm
ajanta_ekaranta_masc,rASi,rASinA,jalaDi,jalaDinA
ajanta_ekaranta_neu,atiSAyi,atiSAyinoH,daDi,daDinoH
ajanta_ekaranta_masc,fzi,fzim,niDi,niDim
ajanta_ekaranta_fem,nABi,nABe,truwi,truwe
halanta_nakaranta_masc_1,vidyArTin,vidyArTine,mantrin,mantriRe
ajanta_ekaranta_fem,Cadi,Cadim,Bfkuwi,Bfkuwim
ajanta_ekaranta_fem,prIti,prItI,ASakti,ASaktI
ajanta_ekaranta_fem,nABi,nABiByaH,saMskfti,saMskftiByaH
ajanta_ekaranta_fem,varti,vartiBiH,mUrti,mUrtiBiH
ajanta_ukaranta_masc,pawu,pawvoH,jantu,jantvoH
ajanta_ekaranta_neu,asTi,asTinaH,akzi,akziRaH
halanta_nakaranta_masc_1,aDikArin,aDikArin,yogin,yogin
ajanta_ukaranta_masc,jagadguru,jagadgurvoH,krIqApawu,krIqApawvoH
ajantra_Rukaranta_masc,kartf,kartAram,BrAtf,BrAtaram
ajanta_ukaranta_masc,kfpAlu,kfpAluH,izu,izuH
ajantra_Rukaranta_masc,dAtf,dAtari,Batf,Batari
halanta_nakaranta_neu,DAman,DAmne,varman,varmaRe
ajanta_ukaranta_masc,BIru,BIruByAm,hindu,hinduByAm
ajanta_ekaranta_masc,jalaDi,jalaDInAm,vanaspati,vanaspatInAm
ajantra_Rukaranta_masc,smartf,smartroH,BrAtf,BrAtroH
ajanta_ukaranta_masc,vizRu,vizRoH,kfpAlu,kfpAloH
ajanta_ekaranta_fem,kuwi,kuwI,BUmi,BUmI
ajanta_ekaranta_fem,BUmi,BUmiByAm,ASakti,ASaktiByAm
ajanta_ekaranta_fem,kfti,kftizu,mati,matizu
ajanta_ekaranta_masc,niDi,niDiH,kapi,kapiH
ajantra_Rukaranta_masc,viDAtf,viDAtAraH,vaktf,vaktAraH
ajanta_ekaranta_fem,nIti,nIte,veRi,veRe
ajantra_Rukaranta_masc,viDAtf,viDAtAram,jetf,jetAram
ajanta_ekaranta_masc,niDi,niDayaH,atiTi,atiTayaH
ajanta_ukaranta_masc,vizRu,vizRvoH,BIru,BIrvoH
halanta_nakaranta_neu,varman,varmaRA,nAman,nAmnA
ajanta_ukaranta_masc,guru,gurvoH,izu,izvoH
halanta_jakaranta_masc,samrAj,samrAqByAm,Bizaj,BizagByAm
